TECH;CLASS;PRECISION;RECALL;F1
TAPON-HF;http://www.aktors.org/ontology/support#year-of;1;0.111111111;0.2
TAPON-HF;http://tdg.org/vocabularies/dblp_src#Article;1;0.952380952;0.975609756
TAPON-HF;http://www.aktors.org/ontology/support#Calendar-Date;1;1;1
TAPON-HF;http://schema.org/awardAgencyCode;1;1;1
TAPON-HF;http://tdg.org/vocabularies/dblp_src#date;1;0.380952381;0.551724138
TAPON-HF;http://www.aktors.org/ontology/portal#has-title;1;0.111111111;0.2
TAPON-HF;http://edubase.rkbexplorer.com/id/SCHNAME;1;0.857142857;0.923076923
TAPON-HF;http://schema.org/transType;1;1;1
TAPON-HF;http://www.aktors.org/ontology/support#has-pretty-name;1;0.111111111;0.2
TAPON-HF;http://schema.org/University;1;0.047619048;0.090909091
TAPON-HF;http://schema.org/phone;1;0.857142857;0.923076923
TAPON-HF;http://schema.org/name;0.164658635;1;0.282758621
TAPON-HF;http://www.okkam.org/ontology/restaurant2.owl#city;1;0.952380952;0.975609756
TAPON-HF;http://www.aktors.org/ontology/portal#full-name;0.909090909;0.588235294;0.714285714
TAPON-HF;http://www.aktors.org/ontology/portal#Time-Interval;1;1;1
TAPON-HF;http://www.geonames.org/ontology#name;1;0.047619048;0.090909091
TAPON-HF;http://edubase.rkbexplorer.com/id/TELNUM;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#has-grant-reference;1;1;1
TAPON-HF;http://www.okkam.org/ontology/restaurant2.owl#phone/number;1;1;1
TAPON-HF;http://edubase.rkbexplorer.com/id/School;1;0.047619048;0.090909091
TAPON-HF;http://www.aktors.org/ontology/portal#day-of;0.952380952;0.975609756;0.963855422
TAPON-HF;http://telegraphis.net/ontology/geography/geography#capital;1;1;1
TAPON-HF;http://tdg.org/vocabularies/dblp_src#name;1;0.5;0.666666667
TAPON-HF;http://purl.org/prog/Programme;1;1;1
TAPON-HF;http://schema.org/title;0.884057971;0.897058824;0.890510949
TAPON-HF;http://www.okkam.org/ontology/restaurant2.owl#street;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;1;1;1
TAPON-HF;http://xmlns.com/foaf/0.1/familyName;1;0.095238095;0.173913043
TAPON-HF;http://schema.org/Award;1;1;1
TAPON-HF;http://schema.org/city;1;0.714285714;0.833333333
TAPON-HF;http://schema.org/Paper;1;1;1
TAPON-HF;http://www.okkam.org/ontology/restaurant2.owl#name;1;0.523809524;0.6875
TAPON-HF;http://www.geonames.org/ontology#CountryCode;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1;1;1
TAPON-HF;http://www.geonames.org/ontology#population;1;0.904761905;0.95
TAPON-HF;http://www.aktors.org/ontology/portal#Book-Reference;1;1;1
TAPON-HF;http://schema.org/email;1;1;1
TAPON-HF;http://www.okkam.org/ontology_restaurant1.owl#Address;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#IPC-Classification;1;1;1
TAPON-HF;http://purl.org/NET/c4dm/event.owl#Event;1;1;1
TAPON-HF;http://www.okkam.org/ontology/restaurant1.owl#Address;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#Calendar-Date;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#has-telephone-number;1;1;1
TAPON-HF;http://purl.org/prog/Timeslot;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#project-Reference;0.205882353;1;0.341463415
TAPON-HF;http://telegraphis.net/ontology/geography/geography#onContinent;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;1;1;1
TAPON-HF;http://xmlns.com/foaf/0.1/Person;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#Research-In-Academia;1;1;1
TAPON-HF;http://schema.org/PI;1;0.047619048;0.090909091
TAPON-HF;http://www.w3.org/2000/01/rdf-schema#label;1;0.718309859;0.836065574
TAPON-HF;micro;0.837798344;0.837798344;0.837798344
TAPON-HF;macro;0.950209274;0.766764495;0.848687088
TAPON-HB;http://schema.org/date;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#has-grant-value;1;1;1
TAPON-HB;http://www.geonames.org/ontology#Country;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#month-of;0.975;0.951219512;0.962962963
TAPON-HB;http://schema.org/year;1;1;1
TAPON-HB;http://purl.org/NET/c4dm/timeline.owl#end;0.25;0.272727273;0.260869565
TAPON-HB;http://www.aktors.org/ontology/portal#has-email-address;1;1;1
TAPON-HB;http://xmlns.com/foaf/0.1/name;0.9;0.428571429;0.580645161
TAPON-HB;http://edubase.rkbexplorer.com/id/ISPRIMARY;0.954545455;1;0.976744186
TAPON-HB;http://www.aktors.org/ontology/portal#Person;1;1;1
TAPON-HB;none;1;1;1
TAPON-HB;http://xmlns.com/foaf/0.1/page;1;1;1
TAPON-HB;http://purl.org/NET/c4dm/timeline.owl#Interval;1;1;1
TAPON-HB;http://edubase.rkbexplorer.com/id/TOWN;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#year-of;1;1;1
TAPON-HB;http://schema.org/cfdaNumber;1;1;1
TAPON-HB;http://purl.org/NET/c4dm/timeline.owl#start;0.222222222;0.181818182;0.2
TAPON-HB;http://purl.org/prog/Affiliation;1;1;1
TAPON-HB;http://tdg.org/vocabularies/dblp_src#publishedIn;1;0.523809524;0.6875
TAPON-HB;http://schema.org/dunsNumber;1;1;1
TAPON-HB;http://tdg.org/vocabularies/dblp/src#title;1;0.380952381;0.551724138
TAPON-HB;http://purl.org/dc/terms/title;1;1;1
TAPON-HB;http://tdg.org/vocabularies/dblp_src#Author;1;0.5;0.666666667
TAPON-HB;http://xmlns.com/foaf/0.1/givenName;1;0.142857143;0.25
TAPON-HB;http://www.aktors.org/ontology/portal#has-ISBN-number;1;0.444444444;0.615384615
TAPON-HB;http://xmlns.com/foaf/0.1/homepage;1;1;1
TAPON-HB;http://www.aktors.org/ontology/support#year-of;1;0.111111111;0.2
TAPON-HB;http://tdg.org/vocabularies/dblp_src#Article;1;0.761904762;0.864864865
TAPON-HB;http://www.aktors.org/ontology/support#Calendar-Date;1;1;1
TAPON-HB;http://schema.org/awardAgencyCode;1;1;1
TAPON-HB;http://tdg.org/vocabularies/dblp_src#date;1;0.761904762;0.864864865
TAPON-HB;http://www.aktors.org/ontology/portal#has-title;1;0.333333333;0.5
TAPON-HB;http://edubase.rkbexplorer.com/id/SCHNAME;1;0.857142857;0.923076923
TAPON-HB;http://schema.org/transType;1;1;1
TAPON-HB;http://www.aktors.org/ontology/support#has-pretty-name;1;0.111111111;0.2
TAPON-HB;http://schema.org/University;1;1;1
TAPON-HB;http://schema.org/phone;1;1;1
TAPON-HB;http://schema.org/name;1;1;1
TAPON-HB;http://www.okkam.org/ontology/restaurant2.owl#city;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#full-name;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#Time-Interval;1;1;1
TAPON-HB;http://www.geonames.org/ontology#name;1;1;1
TAPON-HB;http://edubase.rkbexplorer.com/id/TELNUM;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#has-grant-reference;1;1;1
TAPON-HB;http://www.okkam.org/ontology/restaurant2.owl#phone/number;1;1;1
TAPON-HB;http://edubase.rkbexplorer.com/id/School;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#day-of;0.952380952;0.975609756;0.963855422
TAPON-HB;http://telegraphis.net/ontology/geography/geography#capital;1;1;1
TAPON-HB;http://tdg.org/vocabularies/dblp_src#name;0.017391304;1;0.034188034
TAPON-HB;http://purl.org/prog/Programme;1;1;1
TAPON-HB;http://schema.org/title;1;0.970588235;0.985074627
TAPON-HB;http://www.okkam.org/ontology/restaurant2.owl#street;1;1;1
TAPON-HB;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;1;1;1
TAPON-HB;http://xmlns.com/foaf/0.1/familyName;1;0.142857143;0.25
TAPON-HB;http://schema.org/Award;1;1;1
TAPON-HB;http://schema.org/city;1;0.80952381;0.894736842
TAPON-HB;http://schema.org/Paper;1;1;1
TAPON-HB;http://www.okkam.org/ontology/restaurant2.owl#name;1;0.952380952;0.975609756
TAPON-HB;http://www.geonames.org/ontology#CountryCode;1;1;1
TAPON-HB;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1;1;1
TAPON-HB;http://www.geonames.org/ontology#population;1;0.952380952;0.975609756
TAPON-HB;http://www.aktors.org/ontology/portal#Book-Reference;1;1;1
TAPON-HB;http://schema.org/email;1;1;1
TAPON-HB;http://www.okkam.org/ontology_restaurant1.owl#Address;1;1;1
TAPON-HB;http://epo.rkbexplorer.com/ontologies/epo#IPC-Classification;1;1;1
TAPON-HB;http://purl.org/NET/c4dm/event.owl#Event;1;1;1
TAPON-HB;http://www.okkam.org/ontology/restaurant1.owl#Address;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#Calendar-Date;0.872340426;1;0.931818182
TAPON-HB;http://www.aktors.org/ontology/portal#has-telephone-number;1;1;1
TAPON-HB;http://purl.org/prog/Timeslot;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#project-Reference;1;1;1
TAPON-HB;http://telegraphis.net/ontology/geography/geography#onContinent;1;1;1
TAPON-HB;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;1;1;1
TAPON-HB;http://xmlns.com/foaf/0.1/Person;1;1;1
TAPON-HB;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#Research-In-Academia;1;1;1
TAPON-HB;http://schema.org/PI;1;1;1
TAPON-HB;http://www.w3.org/2000/01/rdf-schema#label;1;1;1
TAPON-HB;micro;0.931807112;0.931807112;0.931807112
TAPON-HB;macro;0.963383082;0.87905447;0.91928891
TAPON-HF;http://schema.org/date;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#has-grant-value;1;1;1
TAPON-HF;http://www.geonames.org/ontology#Country;1;0.047619048;0.090909091
TAPON-HF;http://www.aktors.org/ontology/portal#month-of;0.926829268;0.926829268;0.926829268
TAPON-HF;http://schema.org/year;0.941605839;1;0.969924812
TAPON-HF;http://purl.org/NET/c4dm/timeline.owl#end;0.2;0.181818182;0.19047619
TAPON-HF;http://www.aktors.org/ontology/portal#has-email-address;1;1;1
TAPON-HF;http://xmlns.com/foaf/0.1/name;1;0.142857143;0.25
TAPON-HF;http://edubase.rkbexplorer.com/id/ISPRIMARY;0.913043478;1;0.954545455
TAPON-HF;http://www.aktors.org/ontology/portal#Person;1;1;1
TAPON-HF;none;1;1;1
TAPON-HF;http://xmlns.com/foaf/0.1/page;1;1;1
TAPON-HF;http://purl.org/NET/c4dm/timeline.owl#Interval;1;1;1
TAPON-HF;http://edubase.rkbexplorer.com/id/TOWN;1;0.095238095;0.173913043
TAPON-HF;http://www.aktors.org/ontology/portal#year-of;1;1;1
TAPON-HF;http://schema.org/cfdaNumber;1;1;1
TAPON-HF;http://purl.org/NET/c4dm/timeline.owl#start;0.2;0.181818182;0.19047619
TAPON-HF;http://purl.org/prog/Affiliation;1;1;1
TAPON-HF;http://tdg.org/vocabularies/dblp_src#publishedIn;1;0.952380952;0.975609756
TAPON-HF;http://schema.org/dunsNumber;1;0.857142857;0.923076923
TAPON-HF;http://tdg.org/vocabularies/dblp/src#title;1;0.047619048;0.090909091
TAPON-HF;http://purl.org/dc/terms/title;1;1;1
TAPON-HF;http://tdg.org/vocabularies/dblp_src#Author;1;0.6;0.75
TAPON-HF;http://xmlns.com/foaf/0.1/givenName;0.75;0.142857143;0.24
TAPON-HF;http://www.aktors.org/ontology/portal#has-ISBN-number;1;0.222222222;0.363636364
TAPON-HF;http://xmlns.com/foaf/0.1/homepage;1;1;1
TAPON-HF;http://www.aktors.org/ontology/support#year-of;1;0.111111111;0.2
TAPON-HF;http://tdg.org/vocabularies/dblp_src#Article;0.170731707;1;0.291666667
TAPON-HF;http://www.aktors.org/ontology/support#Calendar-Date;1;1;1
TAPON-HF;http://schema.org/awardAgencyCode;1;1;1
TAPON-HF;http://tdg.org/vocabularies/dblp_src#date;1;0.523809524;0.6875
TAPON-HF;http://www.aktors.org/ontology/portal#has-title;1;0.222222222;0.363636364
TAPON-HF;http://edubase.rkbexplorer.com/id/SCHNAME;1;0.952380952;0.975609756
TAPON-HF;http://schema.org/transType;1;0.952380952;0.975609756
TAPON-HF;http://www.aktors.org/ontology/support#has-pretty-name;1;0.111111111;0.2
TAPON-HF;http://schema.org/University;1;0.047619048;0.090909091
TAPON-HF;http://schema.org/phone;1;0.761904762;0.864864865
TAPON-HF;http://schema.org/name;0.139931741;1;0.245508982
TAPON-HF;http://www.okkam.org/ontology/restaurant2.owl#city;1;0.857142857;0.923076923
TAPON-HF;http://www.aktors.org/ontology/portal#full-name;1;0.470588235;0.64
TAPON-HF;http://www.aktors.org/ontology/portal#Time-Interval;1;1;1
TAPON-HF;http://www.geonames.org/ontology#name;1;0.285714286;0.444444444
TAPON-HF;http://edubase.rkbexplorer.com/id/TELNUM;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#has-grant-reference;1;1;1
TAPON-HF;http://www.okkam.org/ontology/restaurant2.owl#phone/number;1;1;1
TAPON-HF;http://edubase.rkbexplorer.com/id/School;1;0.047619048;0.090909091
TAPON-HF;http://www.aktors.org/ontology/portal#day-of;0.926829268;0.926829268;0.926829268
TAPON-HF;http://telegraphis.net/ontology/geography/geography#capital;1;1;1
TAPON-HF;http://tdg.org/vocabularies/dblp_src#name;1;0.2;0.333333333
TAPON-HF;http://purl.org/prog/Programme;1;1;1
TAPON-HF;http://schema.org/title;0.995833333;0.85971223;0.922779923
TAPON-HF;http://www.okkam.org/ontology/restaurant2.owl#street;1;0.952380952;0.975609756
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;1;1;1
TAPON-HF;http://xmlns.com/foaf/0.1/familyName;1;0.095238095;0.173913043
TAPON-HF;http://schema.org/Award;1;1;1
TAPON-HF;http://schema.org/city;1;0.571428571;0.727272727
TAPON-HF;http://schema.org/Paper;1;1;1
TAPON-HF;http://www.okkam.org/ontology/restaurant2.owl#name;1;0.476190476;0.64516129
TAPON-HF;http://www.geonames.org/ontology#CountryCode;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1;1;1
TAPON-HF;http://www.geonames.org/ontology#population;1;0.761904762;0.864864865
TAPON-HF;http://www.aktors.org/ontology/portal#Book-Reference;1;1;1
TAPON-HF;http://schema.org/email;1;1;1
TAPON-HF;http://www.okkam.org/ontology_restaurant1.owl#Address;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#IPC-Classification;1;1;1
TAPON-HF;http://purl.org/NET/c4dm/event.owl#Event;1;1;1
TAPON-HF;http://www.okkam.org/ontology/restaurant1.owl#Address;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#Calendar-Date;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#has-telephone-number;1;1;1
TAPON-HF;http://purl.org/prog/Timeslot;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#project-Reference;1;0.047619048;0.090909091
TAPON-HF;http://telegraphis.net/ontology/geography/geography#onContinent;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;1;1;1
TAPON-HF;http://xmlns.com/foaf/0.1/Person;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;1;0.80952381;0.894736842
TAPON-HF;http://www.aktors.org/ontology/portal#Research-In-Academia;1;1;1
TAPON-HF;http://schema.org/PI;1;0.047619048;0.090909091
TAPON-HF;http://www.w3.org/2000/01/rdf-schema#label;1;0.647887324;0.786324786
TAPON-HF;micro;0.852733358;0.852733358;0.852733358
TAPON-HF;macro;0.950830829;0.745363331;0.835652487
TAPON-HB;http://schema.org/date;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#has-grant-value;1;1;1
TAPON-HB;http://www.geonames.org/ontology#Country;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#month-of;0.926829268;0.926829268;0.926829268
TAPON-HB;http://schema.org/year;1;1;1
TAPON-HB;http://purl.org/NET/c4dm/timeline.owl#end;0.25;0.272727273;0.260869565
TAPON-HB;http://www.aktors.org/ontology/portal#has-email-address;1;1;1
TAPON-HB;http://xmlns.com/foaf/0.1/name;1;0.238095238;0.384615385
TAPON-HB;http://edubase.rkbexplorer.com/id/ISPRIMARY;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#Person;1;1;1
TAPON-HB;none;1;1;1
TAPON-HB;http://xmlns.com/foaf/0.1/page;1;1;1
TAPON-HB;http://purl.org/NET/c4dm/timeline.owl#Interval;1;1;1
TAPON-HB;http://edubase.rkbexplorer.com/id/TOWN;1;0.904761905;0.95
TAPON-HB;http://www.aktors.org/ontology/portal#year-of;1;1;1
TAPON-HB;http://schema.org/cfdaNumber;1;1;1
TAPON-HB;http://purl.org/NET/c4dm/timeline.owl#start;0.111111111;0.090909091;0.1
TAPON-HB;http://purl.org/prog/Affiliation;1;1;1
TAPON-HB;http://tdg.org/vocabularies/dblp_src#publishedIn;1;0.952380952;0.975609756
TAPON-HB;http://schema.org/dunsNumber;1;1;1
TAPON-HB;http://tdg.org/vocabularies/dblp/src#title;1;0.380952381;0.551724138
TAPON-HB;http://purl.org/dc/terms/title;1;1;1
TAPON-HB;http://tdg.org/vocabularies/dblp_src#Author;1;0.6;0.75
TAPON-HB;http://xmlns.com/foaf/0.1/givenName;0.666666667;0.095238095;0.166666667
TAPON-HB;http://www.aktors.org/ontology/portal#has-ISBN-number;1;0.666666667;0.8
TAPON-HB;http://xmlns.com/foaf/0.1/homepage;1;1;1
TAPON-HB;http://www.aktors.org/ontology/support#year-of;1;0.111111111;0.2
TAPON-HB;http://tdg.org/vocabularies/dblp_src#Article;0.75;1;0.857142857
TAPON-HB;http://www.aktors.org/ontology/support#Calendar-Date;1;1;1
TAPON-HB;http://schema.org/awardAgencyCode;1;1;1
TAPON-HB;http://tdg.org/vocabularies/dblp_src#date;0.145833333;1;0.254545455
TAPON-HB;http://www.aktors.org/ontology/portal#has-title;1;0.333333333;0.5
TAPON-HB;http://edubase.rkbexplorer.com/id/SCHNAME;1;0.952380952;0.975609756
TAPON-HB;http://schema.org/transType;1;0.952380952;0.975609756
TAPON-HB;http://www.aktors.org/ontology/support#has-pretty-name;1;0.111111111;0.2
TAPON-HB;http://schema.org/University;1;1;1
TAPON-HB;http://schema.org/phone;1;0.952380952;0.975609756
TAPON-HB;http://schema.org/name;1;0.926829268;0.962025316
TAPON-HB;http://www.okkam.org/ontology/restaurant2.owl#city;1;0.952380952;0.975609756
TAPON-HB;http://www.aktors.org/ontology/portal#full-name;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#Time-Interval;1;1;1
TAPON-HB;http://www.geonames.org/ontology#name;1;0.952380952;0.975609756
TAPON-HB;http://edubase.rkbexplorer.com/id/TELNUM;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#has-grant-reference;1;1;1
TAPON-HB;http://www.okkam.org/ontology/restaurant2.owl#phone/number;1;1;1
TAPON-HB;http://edubase.rkbexplorer.com/id/School;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#day-of;0.926829268;0.926829268;0.926829268
TAPON-HB;http://telegraphis.net/ontology/geography/geography#capital;1;1;1
TAPON-HB;http://tdg.org/vocabularies/dblp_src#name;1;0.2;0.333333333
TAPON-HB;http://purl.org/prog/Programme;1;1;1
TAPON-HB;http://schema.org/title;1;0.978417266;0.989090909
TAPON-HB;http://www.okkam.org/ontology/restaurant2.owl#street;1;0.952380952;0.975609756
TAPON-HB;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;1;1;1
TAPON-HB;http://xmlns.com/foaf/0.1/familyName;1;0.142857143;0.25
TAPON-HB;http://schema.org/Award;1;1;1
TAPON-HB;http://schema.org/city;1;0.80952381;0.894736842
TAPON-HB;http://schema.org/Paper;1;1;1
TAPON-HB;http://www.okkam.org/ontology/restaurant2.owl#name;1;0.952380952;0.975609756
TAPON-HB;http://www.geonames.org/ontology#CountryCode;1;1;1
TAPON-HB;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1;1;1
TAPON-HB;http://www.geonames.org/ontology#population;1;0.80952381;0.894736842
TAPON-HB;http://www.aktors.org/ontology/portal#Book-Reference;1;1;1
TAPON-HB;http://schema.org/email;1;1;1
TAPON-HB;http://www.okkam.org/ontology_restaurant1.owl#Address;1;1;1
TAPON-HB;http://epo.rkbexplorer.com/ontologies/epo#IPC-Classification;1;1;1
TAPON-HB;http://purl.org/NET/c4dm/event.owl#Event;1;1;1
TAPON-HB;http://www.okkam.org/ontology/restaurant1.owl#Address;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#Calendar-Date;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#has-telephone-number;1;1;1
TAPON-HB;http://purl.org/prog/Timeslot;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#project-Reference;1;1;1
TAPON-HB;http://telegraphis.net/ontology/geography/geography#onContinent;1;1;1
TAPON-HB;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;1;1;1
TAPON-HB;http://xmlns.com/foaf/0.1/Person;1;1;1
TAPON-HB;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#Research-In-Academia;1;1;1
TAPON-HB;http://schema.org/PI;1;0.761904762;0.864864865
TAPON-HB;http://www.w3.org/2000/01/rdf-schema#label;1;0.985915493;0.992907801
TAPON-HB;micro;0.942729639;0.942729639;0.942729639
TAPON-HB;macro;0.958682944;0.870417742;0.912420678
TAPON-HF;http://schema.org/date;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#has-grant-value;1;1;1
TAPON-HF;http://www.geonames.org/ontology#Country;1;0.047619048;0.090909091
TAPON-HF;http://www.aktors.org/ontology/portal#month-of;0.973684211;0.902439024;0.936708861
TAPON-HF;http://schema.org/year;0.825396825;1;0.904347826
TAPON-HF;http://purl.org/NET/c4dm/timeline.owl#end;0.125;0.090909091;0.105263158
TAPON-HF;http://www.aktors.org/ontology/portal#has-email-address;1;1;1
TAPON-HF;http://xmlns.com/foaf/0.1/name;1;0.095238095;0.173913043
TAPON-HF;http://edubase.rkbexplorer.com/id/ISPRIMARY;0.84;1;0.913043478
TAPON-HF;http://www.aktors.org/ontology/portal#Person;1;1;1
TAPON-HF;none;1;1;1
TAPON-HF;http://xmlns.com/foaf/0.1/page;1;1;1
TAPON-HF;http://purl.org/NET/c4dm/timeline.owl#Interval;1;1;1
TAPON-HF;http://edubase.rkbexplorer.com/id/TOWN;1;0.238095238;0.384615385
TAPON-HF;http://www.aktors.org/ontology/portal#year-of;1;1;1
TAPON-HF;http://schema.org/cfdaNumber;1;1;1
TAPON-HF;http://purl.org/NET/c4dm/timeline.owl#start;0.222222222;0.181818182;0.2
TAPON-HF;http://purl.org/prog/Affiliation;1;1;1
TAPON-HF;http://tdg.org/vocabularies/dblp_src#publishedIn;1;0.571428571;0.727272727
TAPON-HF;http://schema.org/dunsNumber;1;0.80952381;0.894736842
TAPON-HF;http://tdg.org/vocabularies/dblp/src#title;1;0.047619048;0.090909091
TAPON-HF;http://purl.org/dc/terms/title;1;1;1
TAPON-HF;http://tdg.org/vocabularies/dblp_src#Author;1;1;1
TAPON-HF;http://xmlns.com/foaf/0.1/givenName;1;0.142857143;0.25
TAPON-HF;http://www.aktors.org/ontology/portal#has-ISBN-number;1;0.111111111;0.2
TAPON-HF;http://xmlns.com/foaf/0.1/homepage;1;1;1
TAPON-HF;http://www.aktors.org/ontology/support#year-of;1;0.111111111;0.2
TAPON-HF;http://tdg.org/vocabularies/dblp_src#Article;1;0.952380952;0.975609756
TAPON-HF;http://www.aktors.org/ontology/support#Calendar-Date;1;1;1
TAPON-HF;http://schema.org/awardAgencyCode;1;1;1
TAPON-HF;http://tdg.org/vocabularies/dblp_src#date;1;0.523809524;0.6875
TAPON-HF;http://www.aktors.org/ontology/portal#has-title;1;0.111111111;0.2
TAPON-HF;http://edubase.rkbexplorer.com/id/SCHNAME;1;0.904761905;0.95
TAPON-HF;http://schema.org/transType;1;1;1
TAPON-HF;http://www.aktors.org/ontology/support#has-pretty-name;1;0.111111111;0.2
TAPON-HF;http://schema.org/University;1;0.047619048;0.090909091
TAPON-HF;http://schema.org/phone;1;0.761904762;0.864864865
TAPON-HF;http://schema.org/name;1;0.853658537;0.921052632
TAPON-HF;http://www.okkam.org/ontology/restaurant2.owl#city;1;0.952380952;0.975609756
TAPON-HF;http://www.aktors.org/ontology/portal#full-name;1;0.333333333;0.5
TAPON-HF;http://www.aktors.org/ontology/portal#Time-Interval;1;1;1
TAPON-HF;http://www.geonames.org/ontology#name;0.090517241;1;0.166007905
TAPON-HF;http://edubase.rkbexplorer.com/id/TELNUM;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#has-grant-reference;1;1;1
TAPON-HF;http://www.okkam.org/ontology/restaurant2.owl#phone/number;1;1;1
TAPON-HF;http://edubase.rkbexplorer.com/id/School;1;0.047619048;0.090909091
TAPON-HF;http://www.aktors.org/ontology/portal#day-of;0.909090909;0.975609756;0.941176471
TAPON-HF;http://telegraphis.net/ontology/geography/geography#capital;1;1;1
TAPON-HF;http://tdg.org/vocabularies/dblp_src#name;1;1;1
TAPON-HF;http://purl.org/prog/Programme;1;1;1
TAPON-HF;http://schema.org/title;0.954545455;0.875;0.913043478
TAPON-HF;http://www.okkam.org/ontology/restaurant2.owl#street;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;1;1;1
TAPON-HF;http://xmlns.com/foaf/0.1/familyName;0.666666667;0.095238095;0.166666667
TAPON-HF;http://schema.org/Award;1;1;1
TAPON-HF;http://schema.org/city;1;0.571428571;0.727272727
TAPON-HF;http://schema.org/Paper;1;1;1
TAPON-HF;http://www.okkam.org/ontology/restaurant2.owl#name;1;0.571428571;0.727272727
TAPON-HF;http://www.geonames.org/ontology#CountryCode;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1;1;1
TAPON-HF;http://www.geonames.org/ontology#population;1;0.857142857;0.923076923
TAPON-HF;http://www.aktors.org/ontology/portal#Book-Reference;1;1;1
TAPON-HF;http://schema.org/email;1;1;1
TAPON-HF;http://www.okkam.org/ontology_restaurant1.owl#Address;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#IPC-Classification;1;1;1
TAPON-HF;http://purl.org/NET/c4dm/event.owl#Event;1;1;1
TAPON-HF;http://www.okkam.org/ontology/restaurant1.owl#Address;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#Calendar-Date;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#has-telephone-number;1;0.944444444;0.971428571
TAPON-HF;http://purl.org/prog/Timeslot;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#project-Reference;0.205882353;1;0.341463415
TAPON-HF;http://telegraphis.net/ontology/geography/geography#onContinent;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;1;1;1
TAPON-HF;http://xmlns.com/foaf/0.1/Person;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;1;0.80952381;0.894736842
TAPON-HF;http://www.aktors.org/ontology/portal#Research-In-Academia;1;1;1
TAPON-HF;http://schema.org/PI;1;0.047619048;0.090909091
TAPON-HF;http://www.w3.org/2000/01/rdf-schema#label;0.981481481;0.746478873;0.848
